,constituency,ward,clat,clon,place_id,place_name,place_lat,place_long,place_type
0, Kamukunji,Eastleigh North,-1.2778285,36.8486835,a387a7fd396f95c8f9c555df0b67d8f31187ac07,Senior Staff Clinic,-1.2789984,36.8093813,hospital
1, Kamukunji,Eastleigh North,-1.2778285,36.8486835,63f398d6ef59c24539d323d7b9352af9960f5371,Mater Misericordiae Hospital,-1.3067471,36.8338343,hospital
2, Kamukunji,Eastleigh North,-1.2778285,36.8486835,dca4a94c2455af221c590ab97a97189363b39738,Mathura,-1.2609828,36.8167272,hospital
3, Kamukunji,Eastleigh North,-1.2778285,36.8486835,10674708202d4063cd90ba950377ad62461ba14e,Jamaa Mission Hospital,-1.281695,36.8731424,hospital
4, Kamukunji,Eastleigh North,-1.2778285,36.8486835,9a60a685fee66914050a655ecb7db821219fcdaa,Consolidated Diagnostic Imaging Centre (CDIC),-1.282234,36.8218522,hospital
5, Kamukunji,Eastleigh North,-1.2778285,36.8486835,7e632e2a71aa18a44b9b9fb959a9baa1730437f8,Humming Health Medical Facility,-1.2617739,36.8398159,hospital
6, Kamukunji,Eastleigh North,-1.2778285,36.8486835,a5841e693ce4477f298945d1b872cab15de6b709,Meridian Medical Centre-Head Office,-1.2831688,36.8224812,hospital
7, Kamukunji,Eastleigh North,-1.2778285,36.8486835,42a0afd08cb47adfc438b9ce55307ec27901819e,Jamia MedClinics,-1.283494,36.82156,hospital
8, Kamukunji,Eastleigh North,-1.2778285,36.8486835,1517f811408566cbe466a84f32418251f79ca67a,Madina Hospital,-1.276181,36.8506393,hospital
9, Kamukunji,Eastleigh North,-1.2778285,36.8486835,52c6e8fd44410b375a12d6d209716d695e85d144,Aga Khan University Hospital Medical Centre,-1.276662,36.84953,hospital
10, Kamukunji,Eastleigh North,-1.2778285,36.8486835,71fd223c22faa1be3df337d87cb31b797bb97f6d,Valley ear nose and throat centre,-1.2787469,36.8498343,hospital
11, Kamukunji,Eastleigh North,-1.2778285,36.8486835,93ab8c0393662f17f961320fb29a7a656881dfce,International Health Centre,-1.278147,36.851415,hospital
12, Kamukunji,Eastleigh North,-1.2778285,36.8486835,18e6ff5d4a51ba200159203ae0b8418f24fe46ed,"Aga Khan Hospital, Eastleigh",-1.272829,36.849119,hospital
13, Kamukunji,Eastleigh North,-1.2778285,36.8486835,d08ea421d38f3077bcc067480f999a9ce1bb14f3,Wood Street,-1.2712892,36.8466241,hospital
14, Kamukunji,Eastleigh North,-1.2778285,36.8486835,243f81da412544839f2a495d2fd3a4f7eebf24f3,The LifeLine Hospital,-1.2865754,36.8523942,hospital
15, Kamukunji,Eastleigh North,-1.2778285,36.8486835,6578112020dec094d17a215cb646218fedcef565,Inkamax Medical Services,-1.2692355,36.8418655,hospital
16, Kamukunji,Eastleigh North,-1.2778285,36.8486835,e880a040e6397245ae1f4e96cf294dcb7b965469,Ladnan Hospital,-1.2699645,36.8408989,hospital
17, Kamukunji,Eastleigh North,-1.2778285,36.8486835,8256f527c947e5a161859c7efc8a8e75a8455e1e,Berachah Chemists,-1.2849668,36.8380929,hospital
18, Kamukunji,Eastleigh North,-1.2778285,36.8486835,ed2a1c29079cdcb012654a6977313475d6227dee,Medicin San Frontiers,-1.2659742,36.8538879,hospital
19, Kamukunji,Eastleigh North,-1.2778285,36.8486835,e07d3ccb00c1386d5f39b44f407b44784852c197,"Apples+Sense, Inspiring Health",-1.2612526,36.8395877,hospital
