,constituency,ward,clat,clon,place_id,place_name,place_lat,place_long,place_type
0, Dagoretti South,Riruta,-1.2917037,36.7346929,bc9730cefd7f80d3c91ee2e28049308b6e05e5bc,Sokoni Arcade,-1.2864403,36.7452228,shopping_mall
1, Dagoretti South,Riruta,-1.2917037,36.7346929,2a15dd96a8b6fb7ebfab877d883b21d3d37ca6f2,Valley Arcade Shopping Mall,-1.2905448,36.7701684,shopping_mall
2, Dagoretti South,Riruta,-1.2917037,36.7346929,f0ec1632517f5c568b0d9e685af863e64dcc587e,Sagrama Weavers,-1.2892331,36.7449278,shopping_mall
3, Dagoretti South,Riruta,-1.2917037,36.7346929,062c455da22c0937b5535cc3ed63419d4aa69956,Ndwaru Shopping Center,-1.2793611,36.7315543,shopping_mall
4, Dagoretti South,Riruta,-1.2917037,36.7346929,a8e8131fe859f1558ce662ab503a5beba74051b3,Naivasha Road Mall,-1.2847336,36.7380853,shopping_mall
5, Dagoretti South,Riruta,-1.2917037,36.7346929,6163690e89a565ea46eaaa07fd953c0e55100a8b,Tuani women's clothing stores,-1.2978368,36.7597738,shopping_mall
6, Dagoretti South,Riruta,-1.2917037,36.7346929,f682b4feb9589e92d5acadf3fdb4680f50fc8a79,The Junction Mall,-1.2982461,36.7624381,shopping_mall
7, Dagoretti South,Riruta,-1.2917037,36.7346929,2cb0bc9369ddd3787a35b602c11e07198e5787bd,Althaus Services Limited,-1.2822691,36.7665787,shopping_mall
8, Dagoretti South,Riruta,-1.2917037,36.7346929,cb1c5576568ef855d65d291cef8ebaa96f34e607,Just for naturals hair kitchen,-1.3000502,36.7736875,shopping_mall
9, Dagoretti South,Riruta,-1.2917037,36.7346929,b8f1755fa2ff50313d922e48d8ce5806124c57a0,CCTV EXEMANN SYSTEMS LTD,-1.3000091,36.7737895,shopping_mall
10, Dagoretti South,Riruta,-1.2917037,36.7346929,b1f37f2d287376effaa55add2b4ee68668806582,Karen Plains Arcade,-1.3290173,36.7179233,shopping_mall
11, Dagoretti South,Riruta,-1.2917037,36.7346929,183fc78418c7b61e7bb1df422072d4a6ee0c5da5,The Hub Karen,-1.3203671,36.70413399999999,shopping_mall
